trial,reward,cot,distance,velocity,avg_tilt,survived,freq,duty_factor,front_x_fore,front_x_hind,front_z_top,front_z_bottom,front_rotation,front_skew,rear_x_fore,rear_x_hind,rear_z_top,rear_z_bottom,rear_rotation,rear_skew
101,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.719931,0.200000,0.138562,0.112701,0.104044,0.045000,0.026000,0.033690,0.058647,0.146400,0.115000,-0.011851,-0.055301,-0.027028
102,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.802837,0.369907,0.122950,0.081135,0.124314,0.031355,0.066000,0.044724,0.075549,0.136607,0.083661,0.013895,-0.060300,-0.023214
103,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.936410,0.200000,0.110769,0.115000,0.083200,0.045000,0.026000,0.015000,0.094907,0.126225,0.115000,0.002485,-0.080000,-0.016097
104,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.984153,0.467824,0.135243,0.115000,0.094505,0.005000,0.026000,0.015000,0.070439,0.105448,0.081223,0.025000,-0.049183,-0.033874
105,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.435307,0.117474,0.113555,0.115775,0.025667,0.044708,0.055000,0.062720,0.100632,0.101632,0.010848,-0.040000,0.005000
106,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.231472,0.106825,0.078517,0.103861,0.033967,0.063065,0.017313,0.095000,0.097600,0.110936,0.011691,-0.064622,-0.030804
107,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.254734,0.639043,0.098400,0.113100,0.098555,0.025093,0.026000,0.051339,0.055000,0.124474,0.111224,-0.010325,-0.040978,-0.035000
108,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.378229,0.200000,0.114921,0.115000,0.084338,0.025184,0.062707,0.031357,0.059930,0.146400,0.115000,0.004787,-0.073272,0.001300
109,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.621387,0.605939,0.141163,0.092434,0.105943,0.045000,0.066000,0.055000,0.088994,0.098620,0.078266,0.005962,-0.077822,0.005000
110,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.800000,0.147600,0.115000,0.095987,0.005000,0.059631,0.035114,0.095000,0.114999,0.106257,0.021610,-0.061745,-0.018582
111,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.434366,0.105798,0.115000,0.104591,0.045000,0.026000,0.027157,0.073891,0.144755,0.102918,-0.004240,-0.050702,-0.035000
112,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.627769,0.200000,0.141497,0.075000,0.111878,0.040797,0.040148,0.036897,0.095000,0.146400,0.096236,-0.015000,-0.040000,0.005000
113,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.509410,0.129774,0.079460,0.110242,0.029882,0.032655,0.019362,0.057670,0.110047,0.075000,0.011172,-0.073853,-0.026784
114,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.244092,0.446456,0.133174,0.091048,0.083200,0.024096,0.035839,0.041014,0.074513,0.097600,0.115000,0.025000,-0.040000,-0.026149
115,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.141557,0.234257,0.101138,0.094825,0.093331,0.018543,0.045476,0.052663,0.055000,0.097600,0.093670,-0.002247,-0.080000,-0.035000
116,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.332779,0.303326,0.125803,0.089155,0.107833,0.019213,0.044745,0.034074,0.061213,0.097600,0.089066,0.012947,-0.050186,-0.009502
117,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.714751,0.229475,0.126983,0.100824,0.124800,0.031365,0.039205,0.028282,0.090458,0.097600,0.104819,0.005040,-0.062791,0.005000
118,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.480913,0.800000,0.138946,0.094315,0.108692,0.025705,0.066000,0.045511,0.077153,0.102851,0.078452,-0.015000,-0.069110,-0.035000
119,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.990154,0.597102,0.136737,0.115000,0.116007,0.033509,0.053290,0.039539,0.090575,0.117954,0.098035,-0.013590,-0.063111,-0.016274
120,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.200000,0.112844,0.083921,0.100635,0.031470,0.030211,0.050960,0.093634,0.138168,0.084258,0.003731,-0.067984,-0.011339
121,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.104762,0.488733,0.147600,0.107743,0.123691,0.009200,0.064537,0.025385,0.060133,0.144485,0.115000,0.025000,-0.070498,-0.005321
122,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.578422,0.134614,0.115000,0.087749,0.005000,0.064912,0.023378,0.075464,0.097600,0.089884,-0.004502,-0.076240,-0.027213
123,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.338468,0.200000,0.098400,0.115000,0.096093,0.045000,0.053832,0.015000,0.080276,0.103739,0.106399,0.004627,-0.078902,-0.035000
124,-10.000000,,0.000000,0.000000,3.141593,0.000000,3.292664,0.553928,0.098400,0.115000,0.103350,0.045000,0.063036,0.015000,0.078229,0.097600,0.091768,-0.005447,-0.054388,-0.009929
125,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.992802,0.680358,0.117779,0.096909,0.114210,0.044900,0.039928,0.015000,0.059530,0.097600,0.115000,-0.000796,-0.070538,0.005000
126,-10.000000,,0.000000,0.000000,3.141593,0.000000,2.206879,0.299344,0.116934,0.088317,0.093668,0.039967,0.066000,0.021588,0.087231,0.097600,0.093160,0.025000,-0.080000,0.005000
127,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.929210,0.760566,0.098400,0.097580,0.124800,0.005000,0.066000,0.048224,0.062684,0.116082,0.104075,-0.015000,-0.080000,-0.021514
128,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.200000,0.100492,0.115000,0.083200,0.018328,0.066000,0.043314,0.073683,0.097600,0.111869,-0.015000,-0.064569,-0.020749
129,-10.000000,,0.000000,0.000000,3.141593,0.000000,4.000000,0.200000,0.147600,0.078383,0.124800,0.024677,0.047803,0.045546,0.055000,0.108642,0.099186,-0.015000,-0.048516,0.005000
130,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.239400,0.445697,0.098400,0.115000,0.099355,0.039126,0.064497,0.050884,0.082610,0.097601,0.115000,-0.004143,-0.080000,-0.028878
131,-10.000000,,0.000000,0.000000,3.141593,0.000000,0.500000,0.800000,0.138329,0.093178,0.124800,0.037799,0.066000,0.037760,0.071569,0.136301,0.115000,0.018516,-0.040000,-0.011298
132,-10.000000,,0.000000,0.000000,3.141593,0.000000,1.233530,0.743927,0.098400,0.115000,0.090419,0.027218,0.028905,0.051428,0.055000,0.140134,0.115000,-0.015000,-0.057450,-0.028092
